ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/HP_0003327,Axial muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032019|http://purl.obolibrary.org/obo/PROMOT_0032023,"","","","","","","","","","","","","","",0.8038,Axial muscle weakness [0.804] | Increased muscle fatiguability [0.646] | Fatigable weakness [0.632] || Axial muscle weakness [0.641] | Weak extraocular muscles [0.615] | Weakness of facial musculature [0.614],PROMOT mapping: 'Fatigable weakness of axial muscles' (LLM score: 0.8038) | Candidates: Axial muscle weakness [0.804] | Increased muscle fatiguability [0.646] | Fatigable weakness [0.632] | PROMOT mapping: 'Weakness of chewing muscles' (LLM score: 0.6414) | Candidates: Axial muscle weakness [0.641] | Weak extraocular muscles [0.615] | Weakness of facial musculature [0.614]
http://purl.obolibrary.org/obo/HP_0030319,Weakness of facial musculature,"",http://purl.obolibrary.org/obo/PROMOT_0032020|http://purl.obolibrary.org/obo/PROMOT_0032066,"","","","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.7818,Weakness of facial musculature [0.782] | Myotonia of the face [0.767] | Facial hypotonia [0.698] || Weakness of facial musculature [0.667] | Myotonia of the face [0.636] | Abnormality of facial musculature [0.635],PROMOT mapping: 'Fatigable weakness of facial musculature' (LLM score: 0.7818) | Candidates: Weakness of facial musculature [0.782] | Myotonia of the face [0.767] | Facial hypotonia [0.698] | PROMOT mapping: 'Power of facial muscle' (LLM score: 0.6666) | Candidates: Weakness of facial musculature [0.667] | Myotonia of the face [0.636] | Abnormality of facial musculature [0.635]
http://purl.obolibrary.org/obo/HP_0012378,Fatigue,"",http://purl.obolibrary.org/obo/PROMOT_0032022,"","","","","","","","","","","","","","",0.6072,Fatigue [0.607] | Abdominal pain [0.511] | Vertigo [0.489],PROMOT mapping: 'Fatigue while eating' (LLM score: 0.6072) | Candidates: Fatigue [0.607] | Abdominal pain [0.511] | Vertigo [0.489]
http://purl.obolibrary.org/obo/HP_0009023,Abdominal wall muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032024|http://purl.obolibrary.org/obo/PROMOT_0032060,"","","","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6559,Abdominal wall muscle weakness [0.65] | Abnormal muscle tone [0.539] | Physical Strength [0.517] || Abdominal wall muscle weakness [0.656] | Weakness of muscles of respiration [0.546] | Physical Strength [0.536],PROMOT mapping: 'Endurance of abdominal muscle' (LLM score: 0.6496) | Candidates: Abdominal wall muscle weakness [0.65] | Abnormal muscle tone [0.539] | Physical Strength [0.517] | PROMOT mapping: 'Power of abdominal muscle' (LLM score: 0.6559) | Candidates: Abdominal wall muscle weakness [0.656] | Weakness of muscles of respiration [0.546] | Physical Strength [0.536]
http://purl.obolibrary.org/obo/HP_0003484,Upper limb muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032025|http://purl.obolibrary.org/obo/PROMOT_0032033|http://purl.obolibrary.org/obo/PROMOT_0032061,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6508,Upper limb muscle weakness [0.633] | Distal upper limb muscle weakness [0.571] | Abnormality of the musculature of the upper limbs [0.538] || Upper limb muscle weakness [0.563] | musculature of forelimb zeugopod [0.536] | Distal upper limb muscle weakness [0.535] || Upper limb muscle weakness [0.651] | Grip Strength [0.586] | Proximal upper limb muscle weakness [0.536],PROMOT mapping: 'Endurance of arm muscle' (LLM score: 0.6331) | Candidates: Upper limb muscle weakness [0.633] | Distal upper limb muscle weakness [0.571] | Abnormality of the musculature of the upper limbs [0.538] | PROMOT mapping: 'Endurance of forearm muscle' (LLM score: 0.563) | Candidates: Upper limb muscle weakness [0.563] | musculature of forelimb zeugopod [0.536] | Distal upper limb muscle weakness [0.535] | PROMOT mapping: 'Power of arm muscle' (LLM score: 0.6508) | Candidates: Upper limb muscle weakness [0.651] | Grip Strength [0.586] | Proximal upper limb muscle weakness [0.536]
http://purl.obolibrary.org/obo/PATO_0001309,duration,"",http://purl.obolibrary.org/obo/PROMOT_0032026|http://purl.obolibrary.org/obo/PROMOT_0032039|http://purl.obolibrary.org/obo/PROMOT_0032052,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.5872,"duration [0.587] | chronic [0.553] | structure, cavities [0.548] || duration [0.58] | chronic [0.564] | uterus [0.54] || duration [0.517] | protuberance [0.464] | Thoracic scoliosis [0.446]","PROMOT mapping: 'Endurance of buccinator' (LLM score: 0.5872) | Candidates: duration [0.587] | chronic [0.553] | structure, cavities [0.548] | PROMOT mapping: 'Endurance of masseter' (LLM score: 0.5802) | Candidates: duration [0.58] | chronic [0.564] | uterus [0.54] | PROMOT mapping: 'Endurance of temporalis' (LLM score: 0.5172) | Candidates: duration [0.517] | protuberance [0.464] | Thoracic scoliosis [0.446]"
http://purl.obolibrary.org/obo/HP_0001761,Pes cavus,"",http://purl.obolibrary.org/obo/PROMOT_0032028|http://purl.obolibrary.org/obo/PROMOT_0032032,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.4924,Pes cavus [0.427] | forelimb bone pre-cartilage condensation [0.426] | forelimb cartilage element [0.419] || Pes cavus [0.492] | Physical Strength [0.487] | Weak extraocular muscles [0.485],PROMOT mapping: 'Endurance of extensor digitorum' (LLM score: 0.4269) | Candidates: Pes cavus [0.427] | forelimb bone pre-cartilage condensation [0.426] | forelimb cartilage element [0.419] | PROMOT mapping: 'Endurance of foot muscle' (LLM score: 0.4924) | Candidates: Pes cavus [0.492] | Physical Strength [0.487] | Weak extraocular muscles [0.485]
http://purl.obolibrary.org/obo/HP_0012900,Myotonia of the face,"",http://purl.obolibrary.org/obo/PROMOT_0032030,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.7166,Myotonia of the face [0.717] | Facial hypotonia [0.648] | Weakness of facial musculature [0.634],PROMOT mapping: 'Endurance of facial muscle' (LLM score: 0.7166) | Candidates: Myotonia of the face [0.717] | Facial hypotonia [0.648] | Weakness of facial musculature [0.634]
http://purl.obolibrary.org/obo/UBERON_0010846,radius pre-cartilage condensation,"",http://purl.obolibrary.org/obo/PROMOT_0032031,"","","","","","","","","","","","","","",0.4304,radius pre-cartilage condensation [0.43] | Intrinsic QRS Duration [0.428] | liver primordium [0.423],PROMOT mapping: 'Endurance of first dorsal interosseous of hand' (LLM score: 0.4304) | Candidates: radius pre-cartilage condensation [0.43] | Intrinsic QRS Duration [0.428] | liver primordium [0.423]
http://purl.obolibrary.org/obo/HP_0003690,Limb muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032038|http://purl.obolibrary.org/obo/PROMOT_0032074,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5584,Limb muscle weakness [0.517] | Physical Strength [0.515] | Increased muscle fatiguability [0.489] || Limb muscle weakness [0.558] | Physical Strength [0.547] | Increased muscle fatiguability [0.533],PROMOT mapping: 'Endurance of leg muscle' (LLM score: 0.5166) | Candidates: Limb muscle weakness [0.517] | Physical Strength [0.515] | Increased muscle fatiguability [0.489] | PROMOT mapping: 'Power of leg muscle' (LLM score: 0.5584) | Candidates: Limb muscle weakness [0.558] | Physical Strength [0.547] | Increased muscle fatiguability [0.533]
http://purl.obolibrary.org/obo/HP_0000467,Neck muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032043|http://purl.obolibrary.org/obo/PROMOT_0032079,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6381,Neck muscle weakness [0.595] | congenital generalized hypercontractile muscle stiffness syndrome [0.501] | contractile [0.497] || Neck muscle weakness [0.638] | Pelvic girdle muscle weakness [0.545] | craniocervical muscle [0.505],PROMOT mapping: 'Endurance of neck muscle' (LLM score: 0.5947) | Candidates: Neck muscle weakness [0.595] | congenital generalized hypercontractile muscle stiffness syndrome [0.501] | contractile [0.497] | PROMOT mapping: 'Power of neck muscle' (LLM score: 0.6381) | Candidates: Neck muscle weakness [0.638] | Pelvic girdle muscle weakness [0.545] | craniocervical muscle [0.505]
http://purl.obolibrary.org/obo/HP_0003749,Pelvic girdle muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032044|http://purl.obolibrary.org/obo/PROMOT_0032080|http://purl.obolibrary.org/obo/PROMOT_0032090,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6159,Pelvic girdle muscle weakness [0.545] | chronic [0.529] | Muscle mounding [0.486] || Pelvic girdle muscle weakness [0.616] | Grip Strength [0.549] | Neck muscle weakness [0.505] || Pelvic girdle muscle weakness [0.543] | Increased muscle fatiguability [0.522] | Limb-girdle muscle weakness [0.504],PROMOT mapping: 'Endurance of pelvic gridle muscle' (LLM score: 0.5446) | Candidates: Pelvic girdle muscle weakness [0.545] | chronic [0.529] | Muscle mounding [0.486] | PROMOT mapping: 'Power of pelvic gridle muscle' (LLM score: 0.6159) | Candidates: Pelvic girdle muscle weakness [0.616] | Grip Strength [0.549] | Neck muscle weakness [0.505] | PROMOT mapping: 'Power of thigh musculature' (LLM score: 0.5426) | Candidates: Pelvic girdle muscle weakness [0.543] | Increased muscle fatiguability [0.522] | Limb-girdle muscle weakness [0.504]
http://purl.obolibrary.org/obo/UBERON_0002036,striated muscle tissue,"",http://purl.obolibrary.org/obo/PROMOT_0032046,"","","","","","","","","","","","","","",0.5083,striated muscle tissue [0.508] | Hyperthyroidism [0.489] | Muscle mounding [0.481],PROMOT mapping: 'Endurance of pterygoid muscle' (LLM score: 0.5083) | Candidates: striated muscle tissue [0.508] | Hyperthyroidism [0.489] | Muscle mounding [0.481]
http://purl.obolibrary.org/obo/UBERON_0010129,femur cartilage element,"",http://purl.obolibrary.org/obo/PROMOT_0032047|http://purl.obolibrary.org/obo/PROMOT_0032054,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5143,femur cartilage element [0.514] | triceps brachii [0.452] | contractile [0.452] || femur cartilage element [0.493] | congenital generalized hypercontractile muscle stiffness syndrome [0.489] | Abnormal muscle tone [0.479],PROMOT mapping: 'Endurance of quatriceps femoris' (LLM score: 0.5143) | Candidates: femur cartilage element [0.514] | triceps brachii [0.452] | contractile [0.452] | PROMOT mapping: 'Endurance of thigh musculature' (LLM score: 0.4933) | Candidates: femur cartilage element [0.493] | congenital generalized hypercontractile muscle stiffness syndrome [0.489] | Abnormal muscle tone [0.479]
http://purl.obolibrary.org/obo/UBERON_0007277,presumptive hindbrain,"",http://purl.obolibrary.org/obo/PROMOT_0032048|http://purl.obolibrary.org/obo/PROMOT_0032049|http://purl.obolibrary.org/obo/PROMOT_0032084|http://purl.obolibrary.org/obo/PROMOT_0032085,"","","","","","","","","","","","","","",0.5276,"presumptive hindbrain [0.525] | neural groove [0.475] | rheumatic disorder [0.472] || presumptive hindbrain [0.528] | neural groove [0.504] | embryonal rhabdomyosarcoma [0.478] || presumptive hindbrain [0.52] | radius endochondral element [0.5] | structure, cavities [0.493] || presumptive hindbrain [0.521] | rhombic lip [0.503] | morphology [0.491]","PROMOT mapping: 'Endurance of rhomboid major' (LLM score: 0.5248) | Candidates: presumptive hindbrain [0.525] | neural groove [0.475] | rheumatic disorder [0.472] | PROMOT mapping: 'Endurance of rhomboid minor' (LLM score: 0.5276) | Candidates: presumptive hindbrain [0.528] | neural groove [0.504] | embryonal rhabdomyosarcoma [0.478] | PROMOT mapping: 'Power of rhomboid major' (LLM score: 0.5202) | Candidates: presumptive hindbrain [0.52] | radius endochondral element [0.5] | structure, cavities [0.493] | PROMOT mapping: 'Power of rhomboid minor' (LLM score: 0.5208) | Candidates: presumptive hindbrain [0.521] | rhombic lip [0.503] | morphology [0.491]"
http://purl.obolibrary.org/obo/UBERON_0010884,forelimb bone pre-cartilage condensation,"",http://purl.obolibrary.org/obo/PROMOT_0032050|http://purl.obolibrary.org/obo/PROMOT_0032055,"","","","","","","","","","","","","","",0.5748,forelimb bone pre-cartilage condensation [0.536] | radius pre-cartilage condensation [0.52] | chronic [0.514] || forelimb bone pre-cartilage condensation [0.575] | forelimb cartilage element [0.564] | tarsus pre-cartilage condensation [0.549],PROMOT mapping: 'Endurance of serratus anterior' (LLM score: 0.5358) | Candidates: forelimb bone pre-cartilage condensation [0.536] | radius pre-cartilage condensation [0.52] | chronic [0.514] | PROMOT mapping: 'Endurance of tibialis anterior' (LLM score: 0.5748) | Candidates: forelimb bone pre-cartilage condensation [0.575] | forelimb cartilage element [0.564] | tarsus pre-cartilage condensation [0.549]
http://purl.obolibrary.org/obo/UBERON_0010885,hindlimb cartilage element,"",http://purl.obolibrary.org/obo/PROMOT_0032056,"","","","","","","","","","","","","","",0.5292,hindlimb cartilage element [0.529] | hindlimb bud [0.518] | hindlimb pre-cartilage condensation [0.506],PROMOT mapping: 'Endurance of tibialis posterior' (LLM score: 0.5292) | Candidates: hindlimb cartilage element [0.529] | hindlimb bud [0.518] | hindlimb pre-cartilage condensation [0.506]
http://purl.obolibrary.org/obo/UBERON_0014892,"skeletal muscle organ, vertebrate","",http://purl.obolibrary.org/obo/PROMOT_0032057|http://purl.obolibrary.org/obo/PROMOT_0032093,"","","","","","","","","","","","","","",0.5551,"skeletal muscle organ, vertebrate [0.535] | Muscle mounding [0.472] | Percussion myotonia [0.448] || skeletal muscle organ, vertebrate [0.555] | Manual Muscle Testing [0.487] | Quantitative Muscle Testing [0.48]","PROMOT mapping: 'Endurance of tongue muscle' (LLM score: 0.5348) | Candidates: skeletal muscle organ, vertebrate [0.535] | Muscle mounding [0.472] | Percussion myotonia [0.448] | PROMOT mapping: 'Power of tongue muscle' (LLM score: 0.5551) | Candidates: skeletal muscle organ, vertebrate [0.555] | Manual Muscle Testing [0.487] | Quantitative Muscle Testing [0.48]"
http://purl.obolibrary.org/obo/UBERON_0010541,tarsus cartilage element,"",http://purl.obolibrary.org/obo/PROMOT_0032058,"","","","","","","","","","","","","","",0.4743,tarsus cartilage element [0.474] | protuberance [0.465] | tarsus pre-cartilage condensation [0.454],PROMOT mapping: 'Endurance of trapezius' (LLM score: 0.4743) | Candidates: tarsus cartilage element [0.474] | protuberance [0.465] | tarsus pre-cartilage condensation [0.454]
http://purl.obolibrary.org/obo/UBERON_0001509,triceps brachii,"",http://purl.obolibrary.org/obo/PROMOT_0032059|http://purl.obolibrary.org/obo/PROMOT_0032083|http://purl.obolibrary.org/obo/PROMOT_0032094|http://purl.obolibrary.org/obo/PROMOT_0032095,"","","","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.6919,triceps brachii [0.575] | Thoracic scoliosis [0.495] | congenital generalized hypercontractile muscle stiffness syndrome [0.455] || triceps brachii [0.528] | Pelvic girdle muscle weakness [0.497] | femur cartilage element [0.482] || triceps brachii [0.536] | Grip Strength [0.49] | Percussion-induced rapid rolling muscle contractions [0.474] || triceps brachii [0.692] | biceps brachii [0.559] | Grip Strength [0.51],PROMOT mapping: 'Endurance of triceps brachii' (LLM score: 0.5749) | Candidates: triceps brachii [0.575] | Thoracic scoliosis [0.495] | congenital generalized hypercontractile muscle stiffness syndrome [0.455] | PROMOT mapping: 'Power of quatriceps femoris' (LLM score: 0.5282) | Candidates: triceps brachii [0.528] | Pelvic girdle muscle weakness [0.497] | femur cartilage element [0.482] | PROMOT mapping: 'Power of trapezius' (LLM score: 0.5363) | Candidates: triceps brachii [0.536] | Grip Strength [0.49] | Percussion-induced rapid rolling muscle contractions [0.474] | PROMOT mapping: 'Power of triceps brachii' (LLM score: 0.6919) | Candidates: triceps brachii [0.692] | biceps brachii [0.559] | Grip Strength [0.51]
http://purl.obolibrary.org/obo/PATO_0000051,morphology,"",http://purl.obolibrary.org/obo/PROMOT_0032062|http://purl.obolibrary.org/obo/PROMOT_0032075,"","","","","","","","","","","","","","",0.5715,"morphology [0.572] | structure, cavities [0.547] | contractile [0.541] || morphology [0.552] | Percussion-induced rapid rolling muscle contractions [0.544] | contractile [0.527]","PROMOT mapping: 'Power of buccinator' (LLM score: 0.5715) | Candidates: morphology [0.572] | structure, cavities [0.547] | contractile [0.541] | PROMOT mapping: 'Power of masseter' (LLM score: 0.5518) | Candidates: morphology [0.552] | Percussion-induced rapid rolling muscle contractions [0.544] | contractile [0.527]"
http://purl.obolibrary.org/obo/MONDO_0008809,polyneuropathy-hand defect syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0032064,"","","","","","","","","","","","","","",0.4678,"polyneuropathy-hand defect syndrome [0.468] | structure, cavities [0.466] | contractile [0.465]","PROMOT mapping: 'Power of extensor digitorum' (LLM score: 0.4678) | Candidates: polyneuropathy-hand defect syndrome [0.468] | structure, cavities [0.466] | contractile [0.465]"
http://purl.obolibrary.org/obo/UBERON_0007271,appendage musculature,"",http://purl.obolibrary.org/obo/PROMOT_0032076|http://purl.obolibrary.org/obo/PROMOT_0032082,"","","","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.5422,appendage musculature [0.542] | Manual Muscle Testing [0.532] | Increased muscle fatiguability [0.52] || appendage musculature [0.508] | triceps brachii [0.506] | epimysium [0.488],PROMOT mapping: 'Power of a set of masticatory muscles' (LLM score: 0.5422) | Candidates: appendage musculature [0.542] | Manual Muscle Testing [0.532] | Increased muscle fatiguability [0.52] | PROMOT mapping: 'Power of pterygoid muscle' (LLM score: 0.5075) | Candidates: appendage musculature [0.508] | triceps brachii [0.506] | epimysium [0.488]
http://purl.obolibrary.org/obo/PATO_0000389,acute,"",http://purl.obolibrary.org/obo/PROMOT_0032086,"","","","","","","","","","","","","","",0.5699,acute [0.57] | Grip Strength [0.549] | morphology [0.51],PROMOT mapping: 'Power of serratus anterior' (LLM score: 0.5699) | Candidates: acute [0.57] | Grip Strength [0.549] | morphology [0.51]
http://purl.obolibrary.org/obo/UBERON_0003080,anterior neural tube,"",http://purl.obolibrary.org/obo/PROMOT_0032091,"","","","","","","","","","","","","","",0.514,anterior neural tube [0.514] | pubic pre-cartilage condensation [0.51] | forelimb cartilage element [0.508],PROMOT mapping: 'Power of tibialis anterior' (LLM score: 0.514) | Candidates: anterior neural tube [0.514] | pubic pre-cartilage condensation [0.51] | forelimb cartilage element [0.508]
http://purl.obolibrary.org/obo/UBERON_0003076,posterior neural tube,"",http://purl.obolibrary.org/obo/PROMOT_0032092,"","","","","","","","","","","","","","",0.5337,posterior neural tube [0.534] | tibial nerve palsy [0.527] | hindlimb bud [0.504],PROMOT mapping: 'Power of tibialis posterior' (LLM score: 0.5337) | Candidates: posterior neural tube [0.534] | tibial nerve palsy [0.527] | hindlimb bud [0.504]
